country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,Population,Key,GDP per capita (constant 2015 US$),GDP growth (annual %),GNI (current US$),"Inflation, consumer prices (annual %)"
Macao,MO,MAC,446,Proportion of individuals who own a mobile telephone,2016,92,Male,652500,Macao2016,68570.51,-0.68,40643927303,2.37
Macao,MO,MAC,446,Proportion of individuals who own a mobile telephone,2018,89,Male,658900,Macao2018,79378.34,6.41,48800564682,3.00
Macao,MO,MAC,446,Proportion of individuals who own a mobile telephone,2019,89,Male,672000,Macao2019,75835.76,-2.56,48730916539,2.75
Macao,MO,MAC,446,Proportion of individuals who own a mobile telephone,2014,92,Total,621700,Macao2014,92322.23,-2.05,46126611953,6.05
Macao,MO,MAC,446,Proportion of individuals who own a mobile telephone,2015,92,Total,642900,Macao2015,70070.29,-21.51,40245123332,4.56
Macao,MO,MAC,446,Proportion of individuals who own a mobile telephone,2016,92,Total,652500,Macao2016,68570.51,-0.68,40643927303,2.37
Macao,MO,MAC,446,Proportion of individuals who own a mobile telephone,2018,90,Total,658900,Macao2018,79378.34,6.41,48800564682,3.00
Macao,MO,MAC,446,Proportion of individuals who own a mobile telephone,2019,90,Total,672000,Macao2019,75835.76,-2.56,48730916539,2.75
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2014,71,Female,46565429,Colombia2014,6121.84,4.50,3.7E+11,2.90
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2015,73,Female,46969940,Colombia2015,6248.51,2.96,2.9E+11,4.99
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2016,73,Female,47437512,Colombia2016,6316.07,2.09,2.8E+11,7.51
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2017,74,Female,48131078,Colombia2017,6309.68,1.36,3.07E+11,4.31
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2018,73,Female,49024465,Colombia2018,6353.55,2.56,3.26E+11,3.24
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2019,74,Female,49907985,Colombia2019,6439.96,3.19,3.16E+11,3.52
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2020,76,Female,50629997,Colombia2020,5891.96,-7.19,2.68E+11,2.53
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2021,77,Female,51188173,Colombia2021,6457.17,10.80,3.14E+11,3.50
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2022,77,Female,51737944,Colombia2022,6854.21,7.29,3.38E+11,10.18
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2014,68,Male,46565429,Colombia2014,6121.84,4.50,3.7E+11,2.90
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2015,70,Male,46969940,Colombia2015,6248.51,2.96,2.9E+11,4.99
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2016,71,Male,47437512,Colombia2016,6316.07,2.09,2.8E+11,7.51
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2017,72,Male,48131078,Colombia2017,6309.68,1.36,3.07E+11,4.31
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2018,71,Male,49024465,Colombia2018,6353.55,2.56,3.26E+11,3.24
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2019,72,Male,49907985,Colombia2019,6439.96,3.19,3.16E+11,3.52
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2020,74,Male,50629997,Colombia2020,5891.96,-7.19,2.68E+11,2.53
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2021,75,Male,51188173,Colombia2021,6457.17,10.80,3.14E+11,3.50
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2022,75,Male,51737944,Colombia2022,6854.21,7.29,3.38E+11,10.18
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2014,69,Total,46565429,Colombia2014,6121.84,4.50,3.7E+11,2.90
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2015,71,Total,46969940,Colombia2015,6248.51,2.96,2.9E+11,4.99
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2016,72,Total,47437512,Colombia2016,6316.07,2.09,2.8E+11,7.51
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2017,73,Total,48131078,Colombia2017,6309.68,1.36,3.07E+11,4.31
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2018,72,Total,49024465,Colombia2018,6353.55,2.56,3.26E+11,3.24
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2019,73,Total,49907985,Colombia2019,6439.96,3.19,3.16E+11,3.52
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2020,75,Total,50629997,Colombia2020,5891.96,-7.19,2.68E+11,2.53
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2021,76,Total,51188173,Colombia2021,6457.17,10.80,3.14E+11,3.50
Colombia,CO,COL,170,Proportion of individuals who own a mobile telephone,2022,76,Total,51737944,Colombia2022,6854.21,7.29,3.38E+11,10.18
Costa Rica,CR,CRI,188,Proportion of individuals who own a mobile telephone,2015,86,Female,4818038,Costa Rica2015,11714.71,3.65,54026905534,0.80
Costa Rica,CR,CRI,188,Proportion of individuals who own a mobile telephone,2015,86,Male,4818038,Costa Rica2015,11714.71,3.65,54026905534,0.80
Costa Rica,CR,CRI,188,Proportion of individuals who own a mobile telephone,2015,86,Total,4818038,Costa Rica2015,11714.71,3.65,54026905534,0.80
Cuba,CU,CUB,192,Proportion of individuals who own a mobile telephone,2013,19,Total,11298167,Cuba2013,7307.82,2.75,76226000000,0.00
Cuba,CU,CUB,192,Proportion of individuals who own a mobile telephone,2014,24,Total,11285775,Cuba2014,7392.48,1.05,79602100000,0.00
Cuba,CU,CUB,192,Proportion of individuals who own a mobile telephone,2015,32,Total,11275065,Cuba2015,7727.92,4.44,86014000000,0.00
Cuba,CU,CUB,192,Proportion of individuals who own a mobile telephone,2016,38,Total,11265612,Cuba2016,7774.07,0.51,90086000000,0.00
Cuba,CU,CUB,192,Proportion of individuals who own a mobile telephone,2018,51,Total,11227118,Cuba2018,8120.43,2.25,98575000000,0.00
Cuba,CU,CUB,192,Proportion of individuals who own a mobile telephone,2019,55,Total,11202846,Cuba2019,8124.75,-0.16,1.02E+11,0.00
Cuba,CU,CUB,192,Proportion of individuals who own a mobile telephone,2020,63,Total,11176354,Cuba2020,7252.32,-10.95,0,0.00
Cuba,CU,CUB,192,Proportion of individuals who own a mobile telephone,2021,63,Total,11122168,Cuba2021,7379.01,1.25,0,0.00
Cyprus,CY,CYP,196,Proportion of individuals who own a mobile telephone,2014,95,Female,1201801,Cyprus2014,22581.83,-1.78,22592071771,-1.35
Cyprus,CY,CYP,196,Proportion of individuals who own a mobile telephone,2015,97,Female,1219502,Cyprus2015,23487.23,3.42,19774901919,-2.10
Cyprus,CY,CYP,196,Proportion of individuals who own a mobile telephone,2016,93,Female,1237112,Cyprus2016,24916.63,6.57,20211956552,-1.43
Cyprus,CY,CYP,196,Proportion of individuals who own a mobile telephone,2017,99,Female,1254275,Cyprus2017,26105.59,5.75,22248590724,0.53
Cyprus,CY,CYP,196,Proportion of individuals who own a mobile telephone,2018,98,Female,1270737,Cyprus2018,27406.48,6.27,24823400132,1.44
Cyprus,CY,CYP,196,Proportion of individuals who own a mobile telephone,2014,98,Male,1201801,Cyprus2014,22581.83,-1.78,22592071771,-1.35
Cyprus,CY,CYP,196,Proportion of individuals who own a mobile telephone,2015,99,Male,1219502,Cyprus2015,23487.23,3.42,19774901919,-2.10
Cyprus,CY,CYP,196,Proportion of individuals who own a mobile telephone,2016,97,Male,1237112,Cyprus2016,24916.63,6.57,20211956552,-1.43
Cyprus,CY,CYP,196,Proportion of individuals who own a mobile telephone,2018,99,Male,1270737,Cyprus2018,27406.48,6.27,24823400132,1.44
Cyprus,CY,CYP,196,Proportion of individuals who own a mobile telephone,2014,97,Total,1201801,Cyprus2014,22581.83,-1.78,22592071771,-1.35
Cyprus,CY,CYP,196,Proportion of individuals who own a mobile telephone,2015,98,Total,1219502,Cyprus2015,23487.23,3.42,19774901919,-2.10
Cyprus,CY,CYP,196,Proportion of individuals who own a mobile telephone,2016,95,Total,1237112,Cyprus2016,24916.63,6.57,20211956552,-1.43
Cyprus,CY,CYP,196,Proportion of individuals who own a mobile telephone,2017,99,Total,1254275,Cyprus2017,26105.59,5.75,22248590724,0.53
Cyprus,CY,CYP,196,Proportion of individuals who own a mobile telephone,2018,99,Total,1270737,Cyprus2018,27406.48,6.27,24823400132,1.44
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2014,96,Female,10525347,Czech Republic2014,17118.04,2.25,1.95E+11,0.34
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2015,97,Female,10546059,Czech Republic2015,17931.60,4.96,1.75E+11,0.31
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2020,99,Female,10697858,Czech Republic2020,19233.15,-5.30,2.34E+11,3.16
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2021,99,Female,10505772,Czech Republic2021,20373.88,4.03,2.7E+11,3.84
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2022,99,Female,10672118,Czech Republic2022,20627.35,2.85,2.77E+11,15.10
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2014,97,Male,10525347,Czech Republic2014,17118.04,2.25,1.95E+11,0.34
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2015,97,Male,10546059,Czech Republic2015,17931.60,4.96,1.75E+11,0.31
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2020,99,Male,10697858,Czech Republic2020,19233.15,-5.30,2.34E+11,3.16
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2021,99,Male,10505772,Czech Republic2021,20373.88,4.03,2.7E+11,3.84
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2022,99,Male,10672118,Czech Republic2022,20627.35,2.85,2.77E+11,15.10
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2014,97,Total,10525347,Czech Republic2014,17118.04,2.25,1.95E+11,0.34
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2015,97,Total,10546059,Czech Republic2015,17931.60,4.96,1.75E+11,0.31
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2020,99,Total,10697858,Czech Republic2020,19233.15,-5.30,2.34E+11,3.16
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2021,99,Total,10505772,Czech Republic2021,20373.88,4.03,2.7E+11,3.84
Czech Republic,CZ,CZE,203,Proportion of individuals who own a mobile telephone,2022,99,Total,10672118,Czech Republic2022,20627.35,2.85,2.77E+11,15.10
Ivory Coast,CI,CIV,384,Proportion of individuals who own a mobile telephone,2017,47,Female,26733372,Ivory Coast2017,1972.81,7.41,50973205771,0.69
Ivory Coast,CI,CIV,384,Proportion of individuals who own a mobile telephone,2018,58,Female,27464173,Ivory Coast2018,2013.32,4.84,56893409586,0.36
Ivory Coast,CI,CIV,384,Proportion of individuals who own a mobile telephone,2019,64,Female,28193009,Ivory Coast2019,2093.10,6.72,58700458324,-1.11
Ivory Coast,CI,CIV,384,Proportion of individuals who own a mobile telephone,2022,61,Female,30395002,Ivory Coast2022,2223.29,6.22,67874161726,5.28
Ivory Coast,CI,CIV,384,Proportion of individuals who own a mobile telephone,2017,81,Male,26733372,Ivory Coast2017,1972.81,7.41,50973205771,0.69
Ivory Coast,CI,CIV,384,Proportion of individuals who own a mobile telephone,2018,75,Male,27464173,Ivory Coast2018,2013.32,4.84,56893409586,0.36
Ivory Coast,CI,CIV,384,Proportion of individuals who own a mobile telephone,2019,71,Male,28193009,Ivory Coast2019,2093.10,6.72,58700458324,-1.11
Ivory Coast,CI,CIV,384,Proportion of individuals who own a mobile telephone,2022,66,Male,30395002,Ivory Coast2022,2223.29,6.22,67874161726,5.28
Ivory Coast,CI,CIV,384,Proportion of individuals who own a mobile telephone,2015,55,Total,25246342,Ivory Coast2015,1814.72,7.19,44807751703,1.25
Ivory Coast,CI,CIV,384,Proportion of individuals who own a mobile telephone,2016,60,Total,25989405,Ivory Coast2016,1889.28,7.17,47331529983,0.72
Ivory Coast,CI,CIV,384,Proportion of individuals who own a mobile telephone,2017,65,Total,26733372,Ivory Coast2017,1972.81,7.41,50973205771,0.69
Ivory Coast,CI,CIV,384,Proportion of individuals who own a mobile telephone,2018,66,Total,27464173,Ivory Coast2018,2013.32,4.84,56893409586,0.36
Ivory Coast,CI,CIV,384,Proportion of individuals who own a mobile telephone,2019,68,Total,28193009,Ivory Coast2019,2093.10,6.72,58700458324,-1.11
Ivory Coast,CI,CIV,384,Proportion of individuals who own a mobile telephone,2022,63,Total,30395002,Ivory Coast2022,2223.29,6.22,67874161726,5.28
Denmark,DK,DNK,208,Proportion of individuals who own a mobile telephone,2016,83,Female,5728010,Denmark2016,54300.20,3.07,3.2E+11,0.25
Denmark,DK,DNK,208,Proportion of individuals who own a mobile telephone,2016,82,Male,5728010,Denmark2016,54300.20,3.07,3.2E+11,0.25
Denmark,DK,DNK,208,Proportion of individuals who own a mobile telephone,2016,83,Total,5728010,Denmark2016,54300.20,3.07,3.2E+11,0.25
Djibouti,DJ,DJI,262,Proportion of individuals who own a mobile telephone,2017,52,Female,1054841,Djibouti2017,2596.45,5.46,2753515439,0.57
Djibouti,DJ,DJI,262,Proportion of individuals who own a mobile telephone,2017,61,Male,1054841,Djibouti2017,2596.45,5.46,2753515439,0.57
Djibouti,DJ,DJI,262,Proportion of individuals who own a mobile telephone,2017,56,Total,1054841,Djibouti2017,2596.45,5.46,2753515439,0.57
Dominican Republic,DO,DOM,214,Proportion of individuals who own a mobile telephone,2016,84,Female,10551430,Dominican Republic2016,7193.70,6.66,72451547877,1.61
Dominican Republic,DO,DOM,214,Proportion of individuals who own a mobile telephone,2017,69,Female,10666843,Dominican Republic2017,7447.94,4.67,76204246305,3.28
Dominican Republic,DO,DOM,214,Proportion of individuals who own a mobile telephone,2018,70,Female,10782053,Dominican Republic2018,7882.86,6.98,81863690138,3.56
Dominican Republic,DO,DOM,214,Proportion of individuals who own a mobile telephone,2021,75,Female,11123476,Dominican Republic2021,8406.37,12.27,89532925939,8.24
Dominican Republic,DO,DOM,214,Proportion of individuals who own a mobile telephone,2016,84,Male,10551430,Dominican Republic2016,7193.70,6.66,72451547877,1.61
Dominican Republic,DO,DOM,214,Proportion of individuals who own a mobile telephone,2017,70,Male,10666843,Dominican Republic2017,7447.94,4.67,76204246305,3.28
Dominican Republic,DO,DOM,214,Proportion of individuals who own a mobile telephone,2018,71,Male,10782053,Dominican Republic2018,7882.86,6.98,81863690138,3.56
Dominican Republic,DO,DOM,214,Proportion of individuals who own a mobile telephone,2021,74,Male,11123476,Dominican Republic2021,8406.37,12.27,89532925939,8.24
Dominican Republic,DO,DOM,214,Proportion of individuals who own a mobile telephone,2015,92,Total,10434829,Dominican Republic2015,6819.93,6.93,68228426836,0.84
Dominican Republic,DO,DOM,214,Proportion of individuals who own a mobile telephone,2016,84,Total,10551430,Dominican Republic2016,7193.70,6.66,72451547877,1.61
Dominican Republic,DO,DOM,214,Proportion of individuals who own a mobile telephone,2017,69,Total,10666843,Dominican Republic2017,7447.94,4.67,76204246305,3.28
Dominican Republic,DO,DOM,214,Proportion of individuals who own a mobile telephone,2018,71,Total,10782053,Dominican Republic2018,7882.86,6.98,81863690138,3.56
Dominican Republic,DO,DOM,214,Proportion of individuals who own a mobile telephone,2021,74,Total,11123476,Dominican Republic2021,8406.37,12.27,89532925939,8.24
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2013,50,Female,15807128,Ecuador2013,5893.32,7.21,95224218000,2.72
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2014,53,Female,16035124,Ecuador2014,6055.04,4.23,1.01E+11,3.59
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2015,54,Female,16266225,Ecuador2015,5976.16,0.12,95498179000,3.97
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2016,55,Female,16505139,Ecuador2016,5849.14,-0.69,95796699000,1.73
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2017,58,Female,16759519,Ecuador2017,6104.27,5.97,1.02E+11,0.42
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2018,58,Female,17049547,Ecuador2018,6063.10,1.04,1.05E+11,-0.22
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2019,58,Female,17340021,Ecuador2019,5971.39,0.17,1.05E+11,0.27
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2022,58,Female,17823897,Ecuador2022,6148.02,6.19,1.15E+11,3.47
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2023,60,Female,17980083,Ecuador2023,6238.16,2.36,1.16E+11,2.22
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2013,52,Male,15807128,Ecuador2013,5893.32,7.21,95224218000,2.72
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2014,55,Male,16035124,Ecuador2014,6055.04,4.23,1.01E+11,3.59
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2015,56,Male,16266225,Ecuador2015,5976.16,0.12,95498179000,3.97
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2016,57,Male,16505139,Ecuador2016,5849.14,-0.69,95796699000,1.73
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2017,59,Male,16759519,Ecuador2017,6104.27,5.97,1.02E+11,0.42
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2018,60,Male,17049547,Ecuador2018,6063.10,1.04,1.05E+11,-0.22
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2019,62,Male,17340021,Ecuador2019,5971.39,0.17,1.05E+11,0.27
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2022,59,Male,17823897,Ecuador2022,6148.02,6.19,1.15E+11,3.47
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2023,60,Male,17980083,Ecuador2023,6238.16,2.36,1.16E+11,2.22
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2013,51,Total,15807128,Ecuador2013,5893.32,7.21,95224218000,2.72
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2014,54,Total,16035124,Ecuador2014,6055.04,4.23,1.01E+11,3.59
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2015,55,Total,16266225,Ecuador2015,5976.16,0.12,95498179000,3.97
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2016,56,Total,16505139,Ecuador2016,5849.14,-0.69,95796699000,1.73
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2017,59,Total,16759519,Ecuador2017,6104.27,5.97,1.02E+11,0.42
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2018,59,Total,17049547,Ecuador2018,6063.10,1.04,1.05E+11,-0.22
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2019,60,Total,17340021,Ecuador2019,5971.39,0.17,1.05E+11,0.27
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2020,63,Total,17546065,Ecuador2020,5355.69,-9.25,92538070200,-0.34
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2022,59,Total,17823897,Ecuador2022,6148.02,6.19,1.15E+11,3.47
Ecuador,EC,ECU,218,Proportion of individuals who own a mobile telephone,2023,60,Total,17980083,Ecuador2023,6238.16,2.36,1.16E+11,2.22
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2014,79,Female,97528654,Egypt2014,3235.66,2.92,2.98E+11,10.07
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2015,83,Female,99597342,Egypt2015,3306.98,4.37,3.24E+11,10.37
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2016,84,Female,101644589,Egypt2016,3381.22,4.35,3.28E+11,13.81
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2017,97,Female,103696057,Egypt2017,3452.91,4.18,2.44E+11,29.51
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2018,97,Female,105682094,Egypt2018,3568.64,5.33,2.56E+11,14.40
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2019,98,Female,107553158,Egypt2019,3701.24,5.55,3.08E+11,9.15
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2020,100,Female,109315124,Egypt2020,3770.87,3.55,3.72E+11,5.04
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2022,96,Female,112618250,Egypt2022,4029.78,6.59,4.61E+11,13.90
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2014,83,Male,97528654,Egypt2014,3235.66,2.92,2.98E+11,10.07
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2015,87,Male,99597342,Egypt2015,3306.98,4.37,3.24E+11,10.37
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2016,91,Male,101644589,Egypt2016,3381.22,4.35,3.28E+11,13.81
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2017,99,Male,103696057,Egypt2017,3452.91,4.18,2.44E+11,29.51
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2018,99,Male,105682094,Egypt2018,3568.64,5.33,2.56E+11,14.40
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2019,100,Male,107553158,Egypt2019,3701.24,5.55,3.08E+11,9.15
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2020,99,Male,109315124,Egypt2020,3770.87,3.55,3.72E+11,5.04
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2022,99,Male,112618250,Egypt2022,4029.78,6.59,4.61E+11,13.90
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2014,81,Total,97528654,Egypt2014,3235.66,2.92,2.98E+11,10.07
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2015,85,Total,99597342,Egypt2015,3306.98,4.37,3.24E+11,10.37
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2016,87,Total,101644589,Egypt2016,3381.22,4.35,3.28E+11,13.81
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2017,98,Total,103696057,Egypt2017,3452.91,4.18,2.44E+11,29.51
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2018,98,Total,105682094,Egypt2018,3568.64,5.33,2.56E+11,14.40
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2019,99,Total,107553158,Egypt2019,3701.24,5.55,3.08E+11,9.15
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2020,99,Total,109315124,Egypt2020,3770.87,3.55,3.72E+11,5.04
Egypt,EG,EGY,818,Proportion of individuals who own a mobile telephone,2022,97,Total,112618250,Egypt2022,4029.78,6.59,4.61E+11,13.90
El Salvador,SV,SLV,222,Proportion of individuals who own a mobile telephone,2014,78,Female,6162955,El Salvador2014,3713.95,1.73,21558030000,1.14
El Salvador,SV,SLV,222,Proportion of individuals who own a mobile telephone,2015,78,Female,6183676,El Salvador2015,3790.34,2.40,22346390000,-0.73
El Salvador,SV,SLV,222,Proportion of individuals who own a mobile telephone,2014,80,Male,6162955,El Salvador2014,3713.95,1.73,21558030000,1.14
El Salvador,SV,SLV,222,Proportion of individuals who own a mobile telephone,2015,81,Male,6183676,El Salvador2015,3790.34,2.40,22346390000,-0.73
El Salvador,SV,SLV,222,Proportion of individuals who own a mobile telephone,2014,79,Total,6162955,El Salvador2014,3713.95,1.73,21558030000,1.14
El Salvador,SV,SLV,222,Proportion of individuals who own a mobile telephone,2015,80,Total,6183676,El Salvador2015,3790.34,2.40,22346390000,-0.73
Ethiopia,ET,ETH,231,Proportion of individuals who own a mobile telephone,2015,50,Total,103867135,Ethiopia2015,621.85,10.39,64326828328,9.57
Ethiopia,ET,ETH,231,Proportion of individuals who own a mobile telephone,2016,58,Total,106718162,Ethiopia2016,662.33,9.43,74054063837,6.63
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2014,98,Female,5461512,Finland2014,42502.49,-0.48,2.78E+11,1.04
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2015,98,Female,5479531,Finland2015,42560.35,0.47,2.37E+11,-0.21
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2016,98,Female,5495303,Finland2016,43529.68,2.57,2.42E+11,0.36
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2017,99,Female,5508214,Finland2017,44862.22,3.30,2.56E+11,0.75
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2018,98,Female,5515525,Finland2018,45337.24,1.19,2.77E+11,1.08
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2014,99,Male,5461512,Finland2014,42502.49,-0.48,2.78E+11,1.04
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2015,99,Male,5479531,Finland2015,42560.35,0.47,2.37E+11,-0.21
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2016,99,Male,5495303,Finland2016,43529.68,2.57,2.42E+11,0.36
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2017,99,Male,5508214,Finland2017,44862.22,3.30,2.56E+11,0.75
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2018,99,Male,5515525,Finland2018,45337.24,1.19,2.77E+11,1.08
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2014,99,Total,5461512,Finland2014,42502.49,-0.48,2.78E+11,1.04
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2015,98,Total,5479531,Finland2015,42560.35,0.47,2.37E+11,-0.21
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2016,98,Total,5495303,Finland2016,43529.68,2.57,2.42E+11,0.36
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2017,99,Total,5508214,Finland2017,44862.22,3.30,2.56E+11,0.75
Finland,FI,FIN,246,Proportion of individuals who own a mobile telephone,2018,98,Total,5515525,Finland2018,45337.24,1.19,2.77E+11,1.08
France,FR,FRA,250,Proportion of individuals who own a mobile telephone,2018,78,Female,67158348,France2018,38062.44,1.65,2.86E+12,1.85
France,FR,FRA,250,Proportion of individuals who own a mobile telephone,2021,95,Female,67842811,France2021,38030.86,6.88,3.02E+12,1.64
France,FR,FRA,250,Proportion of individuals who own a mobile telephone,2022,94,Female,68065015,France2022,38881.22,2.57,2.83E+12,5.22
France,FR,FRA,250,Proportion of individuals who own a mobile telephone,2018,80,Male,67158348,France2018,38062.44,1.65,2.86E+12,1.85
France,FR,FRA,250,Proportion of individuals who own a mobile telephone,2021,96,Male,67842811,France2021,38030.86,6.88,3.02E+12,1.64
France,FR,FRA,250,Proportion of individuals who own a mobile telephone,2022,96,Male,68065015,France2022,38881.22,2.57,2.83E+12,5.22
France,FR,FRA,250,Proportion of individuals who own a mobile telephone,2018,79,Total,67158348,France2018,38062.44,1.65,2.86E+12,1.85
France,FR,FRA,250,Proportion of individuals who own a mobile telephone,2021,96,Total,67842811,France2021,38030.86,6.88,3.02E+12,1.64
France,FR,FRA,250,Proportion of individuals who own a mobile telephone,2022,95,Total,68065015,France2022,38881.22,2.57,2.83E+12,5.22
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2016,76,Female,3727505,Georgia2016,4225.09,3.45,14744998637,2.13
Georgia,GE,GEO,268,Proportion of individuals who own a mobile telephone,2017,78,Female,3728004,Georgia2017,4442.51,5.16,15681941286,6.04
